"shapeid","x","y","date","time of da","LOCATIONS","planning a","number of","X","Y","DateTime","time of _1","LOCATION_1"
"3988","103.741738286","1.32180773232","2014-07-15","21:15:00","BLK 41","JURONG EAST","1","11548477.48","147156.0175","2014-07-15 21:15:00","NULL","NULL"
"3989","103.732558043","1.34240175164","2014-07-15","21:15:00","CHINESE GARDEN MRT","JURONG EAST","2","11547455.54","149449.153","2014-07-15 21:15:00","NULL","NULL"
"3990","103.747727444","1.33451178837","2014-07-15","21:15:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-15 21:15:00","NULL","NULL"
"3991","103.742263261","1.33320902467","2014-07-15","21:15:00","JURONG EAST MRT","JURONG EAST","2","11548535.92","148425.5443","2014-07-15 21:15:00","NULL","NULL"
"3992","103.739142873","1.33250994189","2014-07-15","21:15:00","JURONG EAST LIB","JURONG EAST","3","11548188.56","148347.7017","2014-07-15 21:15:00","NULL","NULL"
"3993","103.742683763","1.33584740373","2014-07-15","21:15:00","JURONG EAST STN/INT","JURONG EAST","1","11548582.73","148719.327","2014-07-15 21:15:00","NULL","NULL"
"3994","103.741492327","1.33328641244","2014-07-15","21:15:00","JURONG EAST TEMP INT","JURONG EAST","20","11548450.1","148434.1614","2014-07-15 21:15:00","NULL","NULL"
"3995","103.744203802","1.34046752635","2014-07-15","21:15:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-15 21:15:00","NULL","NULL"
"3996","103.748007269","1.33512009352","2014-07-15","21:15:00","OPP IMM BLDG","JURONG EAST","2","11549175.34","148638.3412","2014-07-15 21:15:00","NULL","NULL"
"3997","103.734587517","1.34399747198","2014-07-15","21:15:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-15 21:15:00","NULL","NULL"
"3998","103.739583767","1.32227303096","2014-07-15","21:30:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-15 21:30:00","NULL","NULL"
"3999","103.745779447","1.32145767025","2014-07-15","21:30:00","BEF PANDAN GDNS","JURONG EAST","2","11548927.34","147117.0384","2014-07-15 21:30:00","NULL","NULL"
"4000","103.736409929","1.34015354868","2014-07-15","21:30:00","BEF YUHUA CC","JURONG EAST","2","11547884.33","149198.8156","2014-07-15 21:30:00","NULL","NULL"
"4001","103.738962402","1.33768575825","2014-07-15","21:30:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-15 21:30:00","NULL","NULL"
"4002","103.736575039","1.33956049939","2014-07-15","21:30:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-15 21:30:00","NULL","NULL"
"4003","103.734273016","1.33955998749","2014-07-15","21:30:00","BLK 114","JURONG EAST","1","11547646.45","149132.7226","2014-07-15 21:30:00","NULL","NULL"
"4004","103.73886754","1.33458100275","2014-07-15","21:30:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-15 21:30:00","NULL","NULL"
"4005","103.74613006","1.34498713929","2014-07-15","21:30:00","BLK 190","BUKIT BATOK","3","11548966.37","149737.0362","2014-07-15 21:30:00","NULL","NULL"
"4006","103.742577762","1.33638853104","2014-07-15","21:30:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-15 21:30:00","NULL","NULL"
"4007","103.741730381","1.33850750696","2014-07-15","21:30:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 21:30:00","NULL","NULL"
"4008","103.738080077","1.3420197473","2014-07-15","21:30:00","BLK 229","JURONG EAST","3","11548070.25","149406.6168","2014-07-15 21:30:00","NULL","NULL"
"4009","103.743615945","1.34160223504","2014-07-15","21:30:00","BLK 241","JURONG EAST","2","11548686.5","149360.1268","2014-07-15 21:30:00","NULL","NULL"
"4010","103.745983724","1.33932016064","2014-07-15","21:30:00","BLK 284","JURONG EAST","2","11548950.08","149106.0179","2014-07-15 21:30:00","NULL","NULL"
"4011","103.746011392","1.33905284743","2014-07-15","21:30:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-15 21:30:00","NULL","NULL"
"4012","103.732558043","1.34240175164","2014-07-15","21:30:00","CHINESE GARDEN MRT","JURONG EAST","1","11547455.54","149449.153","2014-07-15 21:30:00","NULL","NULL"
"4013","103.747727444","1.33451178837","2014-07-15","21:30:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-15 21:30:00","NULL","NULL"
"4014","103.741492327","1.33328641244","2014-07-15","21:30:00","JURONG EAST TEMP INT","JURONG EAST","11","11548450.1","148434.1614","2014-07-15 21:30:00","NULL","NULL"
"4015","103.744203802","1.34046752635","2014-07-15","21:30:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-15 21:30:00","NULL","NULL"
"4016","103.736417654","1.32122939629","2014-07-15","21:30:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-15 21:30:00","NULL","NULL"
"4017","103.748007269","1.33512009352","2014-07-15","21:30:00","OPP IMM BLDG","JURONG EAST","2","11549175.34","148638.3412","2014-07-15 21:30:00","NULL","NULL"
"4018","103.735428609","1.3419259889","2014-07-15","21:30:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-15 21:30:00","NULL","NULL"
"4019","103.734587517","1.34399747198","2014-07-15","21:30:00","PARC OASIS AVE1","JURONG EAST","3","11547681.46","149626.8366","2014-07-15 21:30:00","NULL","NULL"
"4020","103.743402684","1.32124374486","2014-07-15","21:30:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-15 21:30:00","NULL","NULL"
"4021","103.739583767","1.32227303096","2014-07-15","21:45:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-15 21:45:00","NULL","NULL"
"4022","103.745779447","1.32145767025","2014-07-15","21:45:00","BEF PANDAN GDNS","JURONG EAST","1","11548927.34","147117.0384","2014-07-15 21:45:00","NULL","NULL"
"4023","103.739697403","1.336447722","2014-07-15","21:45:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","2","11548250.29","148786.1723","2014-07-15 21:45:00","NULL","NULL"
"4024","103.738962402","1.33768575825","2014-07-15","21:45:00","BLK 105","JURONG EAST","2","11548168.47","148924.0274","2014-07-15 21:45:00","NULL","NULL"
"4025","103.74613006","1.34498713929","2014-07-15","21:45:00","BLK 190","BUKIT BATOK","2","11548966.37","149737.0362","2014-07-15 21:45:00","NULL","NULL"
"4026","103.742577762","1.33638853104","2014-07-15","21:45:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-15 21:45:00","NULL","NULL"
"4027","103.741730381","1.33850750696","2014-07-15","21:45:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 21:45:00","NULL","NULL"
"4028","103.738080077","1.3420197473","2014-07-15","21:45:00","BLK 229","JURONG EAST","2","11548070.25","149406.6168","2014-07-15 21:45:00","NULL","NULL"
"4029","103.741071287","1.34126651616","2014-07-15","21:45:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-15 21:45:00","NULL","NULL"
"4030","103.745983724","1.33932016064","2014-07-15","21:45:00","BLK 284","JURONG EAST","3","11548950.08","149106.0179","2014-07-15 21:45:00","NULL","NULL"
"4031","103.746011392","1.33905284743","2014-07-15","21:45:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-15 21:45:00","NULL","NULL"
"4032","103.743989913","1.34039218102","2014-07-15","21:45:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-15 21:45:00","NULL","NULL"
"4033","103.736328182","1.34441033543","2014-07-15","21:45:00","BLK 303","JURONG EAST","1","11547875.23","149672.809","2014-07-15 21:45:00","NULL","NULL"
"4034","103.745929645","1.32526198171","2014-07-15","21:45:00","GERMAN CTR","JURONG EAST","1","11548944.06","147540.6454","2014-07-15 21:45:00","NULL","NULL"
"4035","103.745866763","1.32624306827","2014-07-15","21:45:00","INTL BUSINESS PK","JURONG EAST","1","11548937.06","147649.8887","2014-07-15 21:45:00","NULL","NULL"
"4036","103.741492327","1.33328641244","2014-07-15","21:45:00","JURONG EAST TEMP INT","JURONG EAST","8","11548450.1","148434.1614","2014-07-15 21:45:00","NULL","NULL"
"4037","103.735428609","1.3419259889","2014-07-15","21:45:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","3","11547775.09","149396.1768","2014-07-15 21:45:00","NULL","NULL"
"4038","103.734587517","1.34399747198","2014-07-15","21:45:00","PARC OASIS AVE1","JURONG EAST","7","11547681.46","149626.8366","2014-07-15 21:45:00","NULL","NULL"
"4039","103.743402684","1.32124374486","2014-07-15","21:45:00","TEBAN GDN PO","JURONG EAST","1","11548662.76","147093.218","2014-07-15 21:45:00","NULL","NULL"
"4040","103.739583767","1.32227303096","2014-07-15","22:00:00","BEF HASANAH MQUE","JURONG EAST","4","11548237.64","147207.8281","2014-07-15 22:00:00","NULL","NULL"
"4041","103.744240992","1.32403148754","2014-07-15","22:00:00","BEF JURONG TOWN HALL RD","JURONG EAST","1","11548756.08","147403.6308","2014-07-15 22:00:00","NULL","NULL"
"4042","103.739697403","1.336447722","2014-07-15","22:00:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","3","11548250.29","148786.1723","2014-07-15 22:00:00","NULL","NULL"
"4043","103.736575039","1.33956049939","2014-07-15","22:00:00","BLK 112","JURONG EAST","2","11547902.71","149132.7796","2014-07-15 22:00:00","NULL","NULL"
"4044","103.742577762","1.33638853104","2014-07-15","22:00:00","BLK 203","CLEMENTI","1","11548570.93","148779.5814","2014-07-15 22:00:00","NULL","NULL"
"4045","103.742577762","1.33638853104","2014-07-15","22:00:00","BLK 203","JURONG EAST","1","11548570.93","148779.5814","2014-07-15 22:00:00","NULL","NULL"
"4046","103.741730381","1.33850750696","2014-07-15","22:00:00","BLK 207","JURONG EAST","2","11548476.6","149015.529","2014-07-15 22:00:00","NULL","NULL"
"4047","103.735971012","1.34220937633","2014-07-15","22:00:00","BLK 228","JURONG EAST","1","11547835.47","149427.732","2014-07-15 22:00:00","NULL","NULL"
"4048","103.741071287","1.34126651616","2014-07-15","22:00:00","BLK 239","JURONG EAST","1","11548403.23","149322.7445","2014-07-15 22:00:00","NULL","NULL"
"4049","103.746011392","1.33905284743","2014-07-15","22:00:00","BLK 286A","JURONG EAST","1","11548953.16","149076.2526","2014-07-15 22:00:00","NULL","NULL"
"4050","103.742263261","1.33320902467","2014-07-15","22:00:00","JURONG EAST MRT","JURONG EAST","3","11548535.92","148425.5443","2014-07-15 22:00:00","NULL","NULL"
"4051","103.741492327","1.33328641244","2014-07-15","22:00:00","JURONG EAST TEMP INT","JURONG EAST","3","11548450.1","148434.1614","2014-07-15 22:00:00","NULL","NULL"
"4052","103.735428609","1.3419259889","2014-07-15","22:00:00","PARC OASIS JURONG TOWN HALL","JURONG EAST","1","11547775.09","149396.1768","2014-07-15 22:00:00","NULL","NULL"
"4053","103.734587517","1.34399747198","2014-07-15","22:00:00","PARC OASIS AVE1","JURONG EAST","13","11547681.46","149626.8366","2014-07-15 22:00:00","NULL","NULL"
"4054","103.739583767","1.32227303096","2014-07-15","22:15:00","BEF HASANAH MQUE","JURONG EAST","1","11548237.64","147207.8281","2014-07-15 22:15:00","NULL","NULL"
"4055","103.738962402","1.33768575825","2014-07-15","22:15:00","BLK 105","JURONG EAST","2","11548168.47","148924.0274","2014-07-15 22:15:00","NULL","NULL"
"4056","103.73886754","1.33458100275","2014-07-15","22:15:00","BLK 134","JURONG EAST","1","11548157.91","148578.3136","2014-07-15 22:15:00","NULL","NULL"
"4057","103.74613006","1.34498713929","2014-07-15","22:15:00","BLK 190","BUKIT BATOK","3","11548966.37","149737.0362","2014-07-15 22:15:00","NULL","NULL"
"4058","103.741730381","1.33850750696","2014-07-15","22:15:00","BLK 207","JURONG EAST","5","11548476.6","149015.529","2014-07-15 22:15:00","NULL","NULL"
"4059","103.741071287","1.34126651616","2014-07-15","22:15:00","BLK 239","JURONG EAST","3","11548403.23","149322.7445","2014-07-15 22:15:00","NULL","NULL"
"4060","103.743615945","1.34160223504","2014-07-15","22:15:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-15 22:15:00","NULL","NULL"
"4061","103.745983724","1.33932016064","2014-07-15","22:15:00","BLK 284","JURONG EAST","2","11548950.08","149106.0179","2014-07-15 22:15:00","NULL","NULL"
"4062","103.747727444","1.33451178837","2014-07-15","22:15:00","IMM BLDG","JURONG EAST","1","11549144.19","148570.6066","2014-07-15 22:15:00","NULL","NULL"
"4063","103.742263261","1.33320902467","2014-07-15","22:15:00","JURONG EAST MRT","JURONG EAST","1","11548535.92","148425.5443","2014-07-15 22:15:00","NULL","NULL"
"4064","103.741492327","1.33328641244","2014-07-15","22:15:00","JURONG EAST TEMP INT","JURONG EAST","4","11548450.1","148434.1614","2014-07-15 22:15:00","NULL","NULL"
"4065","103.737037492","1.33412397676","2014-07-15","22:15:00","OPP S'PORE SCIENCE CTR","JURONG EAST","1","11547954.19","148527.4239","2014-07-15 22:15:00","NULL","NULL"
"4066","103.734587517","1.34399747198","2014-07-15","22:15:00","PARC OASIS AVE1","JURONG EAST","2","11547681.46","149626.8366","2014-07-15 22:15:00","NULL","NULL"
"4067","103.752292682","1.33720546383","2014-07-15","22:30:00","ALLIANCE BLDG","CLEMENTI","1","11549652.39","148870.5467","2014-07-15 22:30:00","NULL","NULL"
"4068","103.739697403","1.336447722","2014-07-15","22:30:00","BEF SEVENTH-DAY ADVENT CH","JURONG EAST","2","11548250.29","148786.1723","2014-07-15 22:30:00","NULL","NULL"
"4069","103.74613006","1.34498713929","2014-07-15","22:30:00","BLK 190","BUKIT BATOK","1","11548966.37","149737.0362","2014-07-15 22:30:00","NULL","NULL"
"4070","103.741730381","1.33850750696","2014-07-15","22:30:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 22:30:00","NULL","NULL"
"4071","103.743615945","1.34160223504","2014-07-15","22:30:00","BLK 241","JURONG EAST","1","11548686.5","149360.1268","2014-07-15 22:30:00","NULL","NULL"
"4072","103.740474087","1.34145830331","2014-07-15","22:30:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-15 22:30:00","NULL","NULL"
"4073","103.745983724","1.33932016064","2014-07-15","22:30:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-15 22:30:00","NULL","NULL"
"4074","103.736328182","1.34441033543","2014-07-15","22:30:00","BLK 303","JURONG EAST","2","11547875.23","149672.809","2014-07-15 22:30:00","NULL","NULL"
"4075","103.741492327","1.33328641244","2014-07-15","22:30:00","JURONG EAST TEMP INT","JURONG EAST","2","11548450.1","148434.1614","2014-07-15 22:30:00","NULL","NULL"
"4076","103.744203802","1.34046752635","2014-07-15","22:30:00","OPP BLK 288D","JURONG EAST","1","11548751.94","149233.777","2014-07-15 22:30:00","NULL","NULL"
"4077","103.736417654","1.32122939629","2014-07-15","22:30:00","OPP BLK 51","JURONG EAST","1","11547885.19","147091.6203","2014-07-15 22:30:00","NULL","NULL"
"4078","103.748007269","1.33512009352","2014-07-15","22:30:00","OPP IMM BLDG","JURONG EAST","2","11549175.34","148638.3412","2014-07-15 22:30:00","NULL","NULL"
"4079","103.734587517","1.34399747198","2014-07-15","22:30:00","PARC OASIS AVE1","JURONG EAST","7","11547681.46","149626.8366","2014-07-15 22:30:00","NULL","NULL"
"4080","103.739082507","1.33616925803","2014-07-15","22:30:00","SEVENTH-DAY ADVENT CH","JURONG EAST","1","11548181.84","148755.1654","2014-07-15 22:30:00","NULL","NULL"
"4081","103.743402684","1.32124374486","2014-07-15","22:30:00","TEBAN GDN PO","JURONG EAST","2","11548662.76","147093.218","2014-07-15 22:30:00","NULL","NULL"
"4082","103.739583767","1.32227303096","2014-07-15","22:45:00","BEF HASANAH MQUE","JURONG EAST","2","11548237.64","147207.8281","2014-07-15 22:45:00","NULL","NULL"
"4083","103.736575039","1.33956049939","2014-07-15","22:45:00","BLK 112","JURONG EAST","1","11547902.71","149132.7796","2014-07-15 22:45:00","NULL","NULL"
"4084","103.734273016","1.33955998749","2014-07-15","22:45:00","BLK 114","JURONG EAST","1","11547646.45","149132.7226","2014-07-15 22:45:00","NULL","NULL"
"4085","103.742577762","1.33638853104","2014-07-15","22:45:00","BLK 203","CLEMENTI","2","11548570.93","148779.5814","2014-07-15 22:45:00","NULL","NULL"
"4086","103.741730381","1.33850750696","2014-07-15","22:45:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 22:45:00","NULL","NULL"
"4087","103.738080077","1.3420197473","2014-07-15","22:45:00","BLK 229","JURONG EAST","2","11548070.25","149406.6168","2014-07-15 22:45:00","NULL","NULL"
"4088","103.745983724","1.33932016064","2014-07-15","22:45:00","BLK 284","JURONG EAST","1","11548950.08","149106.0179","2014-07-15 22:45:00","NULL","NULL"
"4089","103.746011392","1.33905284743","2014-07-15","22:45:00","BLK 286A","JURONG EAST","2","11548953.16","149076.2526","2014-07-15 22:45:00","NULL","NULL"
"4090","103.742263261","1.33320902467","2014-07-15","22:45:00","JURONG EAST MRT","JURONG EAST","1","11548535.92","148425.5443","2014-07-15 22:45:00","NULL","NULL"
"4091","103.741492327","1.33328641244","2014-07-15","22:45:00","JURONG EAST TEMP INT","JURONG EAST","6","11548450.1","148434.1614","2014-07-15 22:45:00","NULL","NULL"
"4092","103.748007269","1.33512009352","2014-07-15","22:45:00","OPP IMM BLDG","JURONG EAST","1","11549175.34","148638.3412","2014-07-15 22:45:00","NULL","NULL"
"4093","103.734587517","1.34399747198","2014-07-15","22:45:00","PARC OASIS AVE1","JURONG EAST","1","11547681.46","149626.8366","2014-07-15 22:45:00","NULL","NULL"
"4094","103.739583767","1.32227303096","2014-07-15","23:00:00","BEF HASANAH MQUE","JURONG EAST","4","11548237.64","147207.8281","2014-07-15 23:00:00","NULL","NULL"
"4095","103.738962402","1.33768575825","2014-07-15","23:00:00","BLK 105","JURONG EAST","1","11548168.47","148924.0274","2014-07-15 23:00:00","NULL","NULL"
"4096","103.741730381","1.33850750696","2014-07-15","23:00:00","BLK 207","JURONG EAST","1","11548476.6","149015.529","2014-07-15 23:00:00","NULL","NULL"
"4097","103.74106958","1.33826347973","2014-07-15","23:00:00","BLK 209","JURONG EAST","1","11548403.04","148988.3566","2014-07-15 23:00:00","NULL","NULL"
"4098","103.738080077","1.3420197473","2014-07-15","23:00:00","BLK 229","JURONG EAST","1","11548070.25","149406.6168","2014-07-15 23:00:00","NULL","NULL"
"4099","103.740474087","1.34145830331","2014-07-15","23:00:00","BLK 246","JURONG EAST","1","11548336.75","149344.1","2014-07-15 23:00:00","NULL","NULL"
"4100","103.746011392","1.33905284743","2014-07-15","23:00:00","BLK 286A","JURONG EAST","4","11548953.16","149076.2526","2014-07-15 23:00:00","NULL","NULL"
"4101","103.743989913","1.34039218102","2014-07-15","23:00:00","BLK 288E","JURONG EAST","1","11548728.13","149225.3873","2014-07-15 23:00:00","NULL","NULL"
"4102","103.742263261","1.33320902467","2014-07-15","23:00:00","JURONG EAST MRT","JURONG EAST","2","11548535.92","148425.5443","2014-07-15 23:00:00","NULL","NULL"
